gameId	code	displayName	category	family	regionScope	provinceCode	cityCode	version	enabled	sourceModule
116	jxfzgp	JXFZGP	POKER	poker:pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	JXFZGP
117	jxfzpdk	JXFZPDK	POKER	poker:pao-de-kuai	PROVINCE	jiangxi		1.0.0	1	JXFZPDK
118	zjqzsk	ZJQZSK	POKER	poker:trick-taking	PROVINCE	zhejiang		1.0.0	1	ZJQZSK
119	xhmj	XHMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	1	XHMJ
120	rcwsk	RCWSK	POKER	poker:510k	PROVINCE	fujian		1.0.0	0	RCWSK
121	xhbbmj	XHBBMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	1	XHBBMJ
122	twmj	TWMJ	MAHJONG	mahjong:standard	PROVINCE	taiwan		1.0.0	1	TWMJ
123	tzkzmj	TZKZMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	1	TZKZMJ
124	dczbmj	DCZBMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangxi		1.0.0	1	DCZBMJ
125	dcwdmj	DCWDMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangxi		1.0.0	1	DCWDMJ
126	hnzzmj	HNZZMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	1	HNZZMJ
127	za13mj	ZA13MJ	MAHJONG	mahjong:standard	PROVINCE	fujian		1.0.0	1	ZA13MJ
128	za16mj	ZA16MJ	MAHJONG	mahjong:standard	PROVINCE	fujian		1.0.0	1	ZA16MJ
129	lhzp	LHZP	POKER	poker:510k	PROVINCE	jiangxi		1.0.0	0	LHZP
130	erddz	ERDDZ	POKER	poker:landlord	NATIONAL			1.0.0	1	ERDDZ
131	hnpdk	HNPDK	POKER	poker:pao-de-kuai	PROVINCE	henan		1.0.0	1	HNPDK
132	dhd	DHD	POKER	poker:generic-card-round	PROVINCE	fujian		1.0.0	1	DHD
133	tbzfbmj	TBZFBMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	1	TBZFBMJ
134	nykwxmj	NYKWXMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	1	NYKWXMJ
135	lzmj	LZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	guangxi		1.0.0	1	LZMJ
136	byzp	BYZP	WORD_CARD	word-card:pao-hu-zi	PROVINCE	guangxi		1.0.0	1	BYZP
137	lbmj	LBMJ	MAHJONG	mahjong:standard	PROVINCE	guangxi		1.0.0	0	LBMJ
138	aycp	AYCP	LONG_CARD	long-card:regional	PROVINCE	sichuan		1.0.0	0	AYCP
139	fjyxmj	FJYXMJ	MAHJONG	mahjong:standard	PROVINCE	fujian		1.0.0	1	FJYXMJ
140	dcts	DCTS	POKER	poker:510k	PROVINCE	jiangxi		1.0.0	0	DCTS
141	ctwsk	CTWSK	POKER	poker:510k	PROVINCE	fujian		1.0.0	0	CTWSK
142	sdlymj	SDLYMJ	MAHJONG	mahjong:standard	PROVINCE	shandong		1.0.0	0	SDLYMJ
143	zass	ZASS	MAHJONG	mahjong:standard	PROVINCE	fujian		1.0.0	0	ZASS
144	czmj	CZMJ	MAHJONG	mahjong:standard	PROVINCE	hubei		1.0.0	0	CZMJ
145	rcmj	RCMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	RCMJ
146	xgkwxmj	XGKWXMJ	MAHJONG	mahjong:standard	PROVINCE	hubei		1.0.0	0	XGKWXMJ
147	hnxcmj	HNXCMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	HNXCMJ
148	hnpdsmj	HNPDSMJ	MAHJONG	mahjong:lai-zi	PROVINCE	henan		1.0.0	0	HNPDSMJ
149	rqmj	RQMJ	MAHJONG	mahjong:standard	PROVINCE	hubei		1.0.0	0	RQMJ
150	yzpdk	YZPDK	POKER	poker:pao-de-kuai	PROVINCE	jiangsu		1.0.0	0	YZPDK
151	xplp	XPLP	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	XPLP
152	hhhgw	HHHGW	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	HHHGW
153	xpphz	XPPHZ	WORD_CARD	word-card:pao-hu-zi	PROVINCE	hunan		1.0.0	0	XPPHZ
154	hzwmj	HZWMJ	MAHJONG	mahjong:lai-zi	PROVINCE	hunan		1.0.0	0	HZWMJ
155	rcwsk3	RCWSK3	POKER	poker:climbing	PROVINCE	fujian		1.0.0	0	RCWSK3
156	jdzmj	JDZMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	JDZMJ
157	htmj	HTMJ	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	HTMJ
158	jdzts	JDZTS	POKER	poker:510k	PROVINCE	jiangxi		1.0.0	0	JDZTS
159	lbhzmj	LBHZMJ	MAHJONG	mahjong:standard	PROVINCE	guangxi		1.0.0	0	LBHZMJ
160	thgjmj	THGJMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangxi		1.0.0	0	THGJMJ
161	hnjymj	HNJYMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	HNJYMJ
162	jdzpdk	JDZPDK	POKER	poker:pao-de-kuai	PROVINCE	jiangxi		1.0.0	0	JDZPDK
163	jsycmj	JSYCMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	JSYCMJ
164	jssqmj	JSSQMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	JSSQMJ
165	jshamj	JSHAMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	JSHAMJ
166	jsczmj	JSCZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	JSCZMJ
167	lygmj	LYGMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	LYGMJ
168	jsgymj	JSGYMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	JSGYMJ
169	hnjzmj	HNJZMJ	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	HNJZMJ
170	hhpdk	HHPDK	POKER	poker:pao-de-kuai	PROVINCE	hunan		1.0.0	0	HHPDK
171	xzmj	XZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	XZMJ
172	gymj	GYMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	jiangsu		1.0.0	0	GYMJ
173	kfmj	KFMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	KFMJ
174	pymj	PYMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	PYMJ
175	ahmj	AHMJ	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	AHMJ
176	ahphz	AHPHZ	WORD_CARD	word-card:pao-hu-zi	PROVINCE	hunan		1.0.0	0	AHPHZ
177	xxmj	XXMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	henan		1.0.0	0	XXMJ
178	hnaymj	HNAYMJ	MAHJONG	mahjong:lai-zi	PROVINCE	henan		1.0.0	0	HNAYMJ
179	gamj	GAMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	GAMJ
180	ncmj	NCMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangxi		1.0.0	0	NCMJ
181	sqmj	SQMJ	MAHJONG	mahjong:lai-zi	PROVINCE	henan		1.0.0	0	SQMJ
182	zkmj	ZKMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	ZKMJ
183	jxxymj	JXXYMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	JXXYMJ
184	tgmj	TGMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	jiangxi		1.0.0	0	TGMJ
185	hnhbmj	HNHBMJ	MAHJONG	mahjong:lai-zi	PROVINCE	henan		1.0.0	0	HNHBMJ
186	lhmj	LHMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	LHMJ
187	jamj	JAMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangxi		1.0.0	0	JAMJ
188	jjmj	JJMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	JJMJ
189	bzmj	BZMJ	MAHJONG	mahjong:standard	PROVINCE	anhui		1.0.0	0	BZMJ
190	ccmj	CCMJ	MAHJONG	mahjong:standard	PROVINCE	jilin		1.0.0	0	CCMJ
191	rcwsk6	RCWSK6	POKER	poker:510k	PROVINCE	fujian		1.0.0	0	RCWSK6
192	ljwsk4	LJWSK4	POKER	poker:510k	PROVINCE	fujian		1.0.0	0	LJWSK4
193	jlmj	JLMJ	MAHJONG	mahjong:standard	PROVINCE	jilin		1.0.0	0	JLMJ
194	fymj	FYMJ	MAHJONG	mahjong:standard	PROVINCE	shanxi		1.0.0	0	FYMJ
195	bzqzmj	BZQZMJ	MAHJONG	mahjong:standard	PROVINCE	anhui		1.0.0	0	BZQZMJ
196	hstdhmj	HSTDHMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	hubei		1.0.0	1	HSTDHMJ
197	zjhzmj	ZJHZMJ	MAHJONG	mahjong:standard	PROVINCE	zhejiang		1.0.0	0	ZJHZMJ
198	fyddzmj	FYDDZMJ	MAHJONG	mahjong:standard	PROVINCE	shanxi		1.0.0	0	FYDDZMJ
199	pcmj	PCMJ	MAHJONG	mahjong:lai-zi	PROVINCE	fujian		1.0.0	0	PCMJ
200	xjlshmj	XJLSHMJ	MAHJONG	mahjong:xue-liu	PROVINCE	xinjiang		1.0.0	0	XJLSHMJ
201	demomj	DEMOMJ	MAHJONG	mahjong:xue-zhan	NATIONAL			1.0.0	0	DEMOMJ
202	njmj	NJMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	NJMJ
203	xjxzmj	XJXZMJ	MAHJONG	mahjong:xue-liu	PROVINCE	xinjiang		1.0.0	0	XJXZMJ
204	ysmj	YSMJ	MAHJONG	mahjong:standard	PROVINCE	anhui		1.0.0	0	YSMJ
205	zzph	ZZPH	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	ZZPH
206	zznsb	ZZNSB	POKER	poker:510k	PROVINCE	hunan		1.0.0	0	ZZNSB
208	lxmj	LXMJ	MAHJONG	mahjong:standard	PROVINCE	gansu		1.0.0	0	LXMJ
209	yzyzmj	YZYZMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	YZYZMJ
210	zgcp	ZGCP	LONG_CARD	long-card:regional	PROVINCE	sichuan		1.0.0	0	ZGCP
211	zgdss	ZGDSS	LONG_CARD	long-card:regional	PROVINCE	sichuan		1.0.0	0	ZGDSS
212	gdmj	GDMJ	MAHJONG	mahjong:standard	PROVINCE	guangdong		1.0.0	0	GDMJ
213	cxmj	CXMJ	MAHJONG	mahjong:standard	PROVINCE	hunan		1.0.0	0	CXMJ
214	sdh	SDH	POKER	poker:climbing	PROVINCE	hunan		1.0.0	0	SDH
215	zgmj	ZGMJ	MAHJONG	mahjong:standard	PROVINCE	zichuan		1.0.0	0	ZGMJ
216	jcmj	JCMJ	MAHJONG	mahjong:lai-zi	PROVINCE	gansu		1.0.0	0	JCMJ
217	lslwzmj	LSLWZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	henan		1.0.0	0	LSLWZMJ
218	ls13579	LS13579	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	LS13579
219	lskjjmj	LSKJJMJ	MAHJONG	mahjong:standard	PROVINCE	henan		1.0.0	0	LSKJJMJ
220	zjshzmj	ZJSHZMJ	MAHJONG	mahjong:standard	PROVINCE	zhejiang		1.0.0	0	ZJSHZMJ
221	nxkwmj	NXKWMJ	MAHJONG	mahjong:lai-zi	PROVINCE	hunan		1.0.0	0	NXKWMJ
222	hbtdhmj	HBTDHMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	hebei		1.0.0	0	HBTDHMJ
223	hbhbmj	HBHBMJ	MAHJONG	mahjong:standard	PROVINCE	hebei		1.0.0	0	HBHBMJ
224	gsjmj	GSJMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	hebei		1.0.0	0	GSJMJ
225	njlhmj	NJLHMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	NJLHMJ
226	zjwzmj	ZJWZMJ	MAHJONG	mahjong:standard	PROVINCE	zhejiang		1.0.0	0	ZJWZMJ
227	szmj	SZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	SZMJ
228	srddz	SRDDZ	POKER	poker:landlord	PROVINCE	fujiang		1.0.0	0	SRDDZ
229	fxmj	FXMJ	MAHJONG	mahjong:standard	PROVINCE	liaoning		1.0.0	0	FXMJ
230	lsmj	LSMJ	MAHJONG	mahjong:standard	PROVINCE	jiangsu		1.0.0	0	LSMJ
231	yzgymj	YZGYMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	YZGYMJ
232	sqsymj	SQSYMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	SQSYMJ
233	aqmj	AQMJ	MAHJONG	mahjong:standard	PROVINCE	anhui		1.0.0	0	AQMJ
234	jdmj	JDMJ	MAHJONG	mahjong:lai-zi	PROVINCE	jiangsu		1.0.0	0	JDMJ
235	whmj	WHMJ	MAHJONG	mahjong:standard	PROVINCE	anhui		1.0.0	0	WHMJ
236	nbmj	NBMJ	MAHJONG	mahjong:lai-zi	PROVINCE	zhejiang		1.0.0	0	NBMJ
237	jxmj	JXMJ	MAHJONG	mahjong:lai-zi	PROVINCE	zhejiang		1.0.0	0	JXMJ
238	caooszmj	CaooSZMJ	MAHJONG	UNCLASSIFIED_MISSING_SOURCE	PROVINCE	chongqing		1.0.0	0	CaooSZMJ
239	xgpdk	XGPDK	POKER	poker:pao-de-kuai	PROVINCE	hubei		1.0.0	0	XGPDK
240	jchhmj	JCHHMJ	MAHJONG	mahjong:standard	PROVINCE	hubei		1.0.0	0	JCHHMJ
241	lcmj	LCMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	LCMJ
242	qzcsmj	QZCSMJ	MAHJONG	mahjong:lai-zi	PROVINCE	zhejiang		1.0.0	0	QZCSMJ
243	qzkhmj	QZKHMJ	MAHJONG	mahjong:lai-zi	PROVINCE	zhejiang		1.0.0	0	QZKHMJ
244	ygwsk	YGWSK	POKER	poker:510k	PROVINCE	jiangxi		1.0.0	0	YGWSK
245	ygjzmj	YGJZMJ	MAHJONG	mahjong:standard	PROVINCE	jiangxi		1.0.0	0	YGJZMJ
246	tmhhmj	TMHHMJ	MAHJONG	mahjong:lai-zi	PROVINCE	hubei		1.0.0	0	TMHHMJ
247	jstdhmj	JSTDHMJ	MAHJONG	mahjong:tui-dao-hu	PROVINCE	hebei		1.0.0	0	JSTDHMJ
248	sxhtmj	SXHTMJ	MAHJONG	mahjong:lai-zi	PROVINCE	shanxi		1.0.0	0	SXHTMJ
249	yszmj	YSZMJ	MAHJONG	mahjong:standard	PROVINCE	shanxi		1.0.0	0	YSZMJ
250	dlaoomj	DLaooMJ	MAHJONG	UNCLASSIFIED_MISSING_SOURCE	PROVINCE	liaoning		1.0.0	0	DLaooMJ
251	yxbzmj	YXBZMJ	MAHJONG	mahjong:standard	PROVINCE	shanxi		1.0.0	0	YXBZMJ
252	yctjmj	YCTJMJ	MAHJONG	mahjong:lai-zi	PROVINCE	shanxi		1.0.0	0	YCTJMJ
253	yldgzmj	YLDGZMJ	MAHJONG	mahjong:standard	PROVINCE	shanxisheng		1.0.0	0	YLDGZMJ
254	hbwhmj	HBWHMJ	MAHJONG	mahjong:lai-zi	PROVINCE	hubei		1.0.0	0	HBWHMJ
255	ak159mj	AK159MJ	MAHJONG	mahjong:lai-zi	PROVINCE	shanxisheng		1.0.0	0	AK159MJ
256	jsnyzmj	JSNYZMJ	MAHJONG	mahjong:lai-zi	PROVINCE	shanxi		1.0.0	0	JSNYZMJ
257	gyzjmj	GYZJMJ	MAHJONG	mahjong:lai-zi	PROVINCE	guizhou		1.0.0	0	GYZJMJ
258	dtlgfmj	DTLGFMJ	MAHJONG	mahjong:standard	PROVINCE	shanxi		1.0.0	0	DTLGFMJ
